use 1800 1809,,use 1810 1819,,use 1820 1829,,use 1830 1839,,use 1840 1849,,use 1850 1859,,use 1860 1869,,use 1870 1879,,use 1880 1889,,use 1890 1899
delegate,0.137,lag,0.036,carve,0.045,tow,0.087,add,0.021,introduce,0.104,observe,0.095,secure,-0.009,dictate,0.042,demand,0.021
stoop,0.137,remain,0.036,fathom,0.045,doom,0.087,compare,0.021,delegate,0.104,arch,0.095,remind,-0.009,stifle,0.042,surprise,0.021
magnify,0.137,speak,0.035,allow,0.045,pay,0.087,augment,0.021,tap,0.104,last,0.095,writhe,-0.009,complicate,0.042,bolt,0.021
spring,0.137,stand,0.035,scramble,0.045,overwhelm,0.087,touch,0.021,mud,0.103,draft,0.095,garden,-0.009,flash,0.042,reside,0.021
please,0.137,skin,0.035,illuminate,0.044,bolt,0.087,lapse,0.021,tack,0.103,judge,0.095,dissipate,-0.009,describe,0.042,flow,0.021
consolidate,0.137,shuffle,0.035,wonder,0.044,measure,0.087,battle,0.021,cause,0.103,support,0.095,fry,-0.009,retire,0.042,trademark,0.021
survey,0.136,wave,0.035,offset,0.044,stave,0.087,nod,0.021,fell,0.103,forfeit,0.095,hat,-0.009,collect,0.042,tail,0.021
meet,0.136,vest,0.035,inspire,0.044,linger,0.087,condemn,0.021,braid,0.103,manage,0.095,downgrade,-0.009,mistake,0.042,subside,0.021
impede,0.136,claim,0.035,abate,0.044,bin,0.087,perpetuate,0.021,exclude,0.103,drift,0.095,envy,-0.009,indent,0.042,fence,0.021
subordinate,0.136,ransom,0.035,dam,0.044,knit,0.086,shoulder,0.021,distress,0.103,discourage,0.095,officiate,-0.009,grasp,0.042,permit,0.021
damp,0.136,crawl,0.035,regulate,0.044,fuse,0.086,verse,0.021,survey,0.103,mind,0.095,loosen,-0.009,kiss,0.042,alienate,0.021
tune,0.136,accept,0.035,sign,0.044,advantage,0.086,hatch,0.021,screw,0.103,clench,0.095,decline,-0.009,prefer,0.042,find,0.021
think,0.136,clamber,0.035,mass,0.044,consider,0.086,obey,0.021,whip,0.103,clothe,0.095,negotiate,-0.009,parallel,0.042,occasion,0.021
discourage,0.136,gun,0.035,fuse,0.044,rice,0.086,lift,0.021,stride,0.103,retard,0.095,cure,-0.010,tat,0.042,ascend,0.021
indict,0.136,pray,0.035,devil,0.044,deserve,0.086,overrule,0.021,order,0.102,whitewash,0.095,web,-0.010,silver,0.042,confuse,0.020
gentle,0.136,bar,0.035,vacate,0.044,commit,0.086,dishearten,0.020,toll,0.102,eclipse,0.095,receipt,-0.010,bother,0.042,mud,0.020
belt,0.136,form,0.035,imagine,0.044,tour,0.086,shrink,0.020,prowl,0.102,direct,0.094,crook,-0.010,shore,0.042,rage,0.020
deteriorate,0.135,supplant,0.035,exemplify,0.044,chalk,0.086,nourish,0.020,pervert,0.102,repent,0.094,tighten,-0.010,page,0.042,solve,0.020
possess,0.135,compliment,0.035,grope,0.044,shame,0.086,come,0.020,covet,0.102,remove,0.094,trouble,-0.010,arm,0.042,vary,0.020
soldier,0.135,disarm,0.035,preach,0.044,pass,0.086,coast,0.020,gain,0.102,date,0.094,behave,-0.010,article,0.041,smell,0.020
verge,0.135,stave,0.035,fall,0.044,sound,0.085,overwhelm,0.020,bowl,0.102,fold,0.094,lick,-0.010,rig,0.041,reward,0.020
study,0.135,acquit,0.035,play,0.044,endow,0.085,defray,0.020,negotiate,0.102,wive,0.094,dazzle,-0.010,gun,0.041,abound,0.020
ask,0.135,lend,0.035,situate,0.044,navigate,0.085,divine,0.020,cabin,0.102,wonder,0.094,lot,-0.010,shoe,0.041,obtain,0.020
solve,0.135,till,0.035,reason,0.044,interpret,0.085,love,0.020,jar,0.102,abound,0.094,beat,-0.010,cut,0.041,restructure,0.020
date,0.135,cock,0.035,tire,0.044,dull,0.085,test,0.020,sex,0.102,breeze,0.094,respond,-0.010,feather,0.041,float,0.020
soar,0.135,prick,0.035,extract,0.044,demand,0.085,bag,0.020,size,0.101,cannon,0.094,cast,-0.010,lull,0.041,evolve,0.020
withdraw,0.135,pal,0.035,relate,0.044,exterminate,0.085,reject,0.020,concern,0.101,greet,0.094,skirt,-0.010,match,0.041,haunt,0.020
sail,0.135,hug,0.035,reckon,0.044,tread,0.085,wend,0.020,measure,0.101,wind,0.094,absorb,-0.010,charter,0.041,sever,0.020
insinuate,0.135,commute,0.035,envelop,0.044,step,0.085,service,0.020,bask,0.101,deform,0.094,cabin,-0.010,translate,0.041,enact,0.020
addict,0.134,spill,0.035,obstruct,0.044,sob,0.085,shout,0.020,mean,0.101,laugh,0.094,bay,-0.010,disband,0.041,huddle,0.020
size,0.134,square,0.035,exclaim,0.044,behave,0.085,eject,0.020,worsen,0.101,equip,0.094,stain,-0.010,brief,0.041,quote,0.020
appreciate,0.134,dangle,0.035,sew,0.044,swallow,0.085,inflame,0.020,bronze,0.101,swear,0.094,clap,-0.010,bell,0.041,project,0.020
loom,0.134,molest,0.035,grasp,0.044,hook,0.085,discover,0.020,sack,0.101,throne,0.094,buy,-0.010,consult,0.041,avert,0.020
sympathize,0.134,dig,0.035,reprint,0.044,trim,0.085,gall,0.020,occur,0.101,close,0.094,duck,-0.010,distress,0.041,sympathize,0.020
vault,0.134,lengthen,0.035,swallow,0.044,exist,0.085,succeed,0.020,excavate,0.101,second,0.094,trample,-0.010,urge,0.041,knot,0.020
drift,0.134,accompany,0.035,consume,0.044,encourage,0.085,enhance,0.020,ring,0.101,evaporate,0.094,hiss,-0.010,scatter,0.041,branch,0.020
glance,0.134,put,0.035,rise,0.044,hint,0.085,hew,0.020,buy,0.101,flare,0.094,realize,-0.010,augment,0.041,support,0.020
enter,0.134,dim,0.034,sever,0.044,do,0.085,extend,0.020,eat,0.101,sight,0.093,verge,-0.010,march,0.041,demonstrate,0.020
entice,0.134,sparkle,0.034,fringe,0.044,applaud,0.084,get,0.020,seek,0.101,attend,0.093,command,-0.010,plan,0.041,receive,0.020
commit,0.134,flank,0.034,denote,0.044,partake,0.084,indulge,0.020,total,0.101,become,0.093,file,-0.010,baffle,0.041,fund,0.020
greet,0.134,crown,0.034,roof,0.044,find,0.084,thank,0.020,plunge,0.101,propagate,0.093,loom,-0.010,even,0.041,double,0.020
trademark,0.134,time,0.034,avail,0.043,score,0.084,voice,0.020,burst,0.100,award,0.093,prepare,-0.010,exist,0.041,abstract,0.020
shadow,0.133,discipline,0.034,disappoint,0.043,fill,0.084,stone,0.020,crawl,0.100,plot,0.093,transpire,-0.010,institute,0.041,award,0.020
update,0.133,pale,0.034,reduce,0.043,ban,0.084,sew,0.020,tin,0.100,branch,0.093,trail,-0.010,reclaim,0.041,regret,0.020
phrase,0.133,conduct,0.034,beam,0.043,execute,0.084,usurp,0.020,remit,0.100,cause,0.093,dash,-0.010,move,0.041,append,0.020
forge,0.133,shine,0.034,reek,0.043,tide,0.084,abridge,0.020,glare,0.100,hawk,0.093,lose,-0.010,shame,0.041,upgrade,0.020
snap,0.133,prize,0.034,unload,0.043,poise,0.084,consolidate,0.020,rub,0.100,envelop,0.093,wake,-0.010,understand,0.040,oppose,0.020
concert,0.133,retard,0.034,cripple,0.043,curb,0.084,mark,0.020,consider,0.100,cross,0.093,indent,-0.011,hat,0.040,drench,0.020
show,0.133,mingle,0.034,speculate,0.043,clasp,0.084,set,0.020,supply,0.100,explain,0.093,blush,-0.011,delay,0.040,terrace,0.020
adopt,0.133,forbid,0.034,fill,0.043,ruffle,0.084,clasp,0.020,insinuate,0.100,haunt,0.093,riot,-0.011,sicken,0.040,fancy,0.020
arch,0.133,deserve,0.034,service,0.043,fork,0.084,writhe,0.020,survive,0.100,mount,0.093,station,-0.011,number,0.040,compile,0.020
license,0.133,surpass,0.034,pave,0.043,support,0.084,exalt,0.020,marvel,0.099,wake,0.093,troop,-0.011,imitate,0.040,warm,0.020
pass,0.133,baffle,0.034,back,0.043,spare,0.084,impend,0.020,boom,0.099,solve,0.093,middle,-0.011,discount,0.040,remind,0.020
score,0.132,reinstate,0.034,delight,0.043,mass,0.084,sharpen,0.020,overcome,0.099,terrify,0.092,modify,-0.011,determine,0.040,submerge,0.020
record,0.132,confer,0.034,range,0.043,wake,0.084,lord,0.019,char,0.099,hat,0.092,wish,-0.011,obstruct,0.040,roll,0.020
overflow,0.132,salt,0.034,reside,0.043,accommodate,0.084,dissipate,0.019,phrase,0.099,stick,0.092,hang,-0.011,eject,0.040,suggest,0.020
bell,0.132,dilute,0.034,bolster,0.043,heal,0.083,shrug,0.019,overthrow,0.099,roof,0.092,stroll,-0.011,worst,0.040,afford,0.020
determine,0.132,institute,0.034,madden,0.043,stamp,0.083,betroth,0.019,explain,0.099,mature,0.092,cock,-0.011,ridge,0.040,throw,0.020
lighten,0.132,state,0.033,run,0.043,buy,0.083,fasten,0.019,wan,0.099,permit,0.092,bridge,-0.011,begin,0.040,beat,0.020
slash,0.132,impoverish,0.033,amuse,0.043,steam,0.083,exist,0.019,bay,0.099,claim,0.092,revoke,-0.011,pace,0.040,japan,0.019
depress,0.132,blossom,0.033,dash,0.043,blush,0.083,entice,0.019,strip,0.099,obtain,0.092,article,-0.011,lose,0.040,haul,0.019
mass,0.132,stroll,0.033,organize,0.043,indicate,0.083,disable,0.019,wink,0.099,honor,0.092,impregnate,-0.011,sin,0.040,dispatch,0.019
appropriate,0.132,tuck,0.033,content,0.043,flow,0.083,intersperse,0.019,disarm,0.099,thrash,0.092,dry,-0.011,wade,0.040,kiss,0.019
maintain,0.132,sing,0.033,doom,0.043,edit,0.083,discipline,0.019,cannon,0.099,like,0.092,begin,-0.011,arrange,0.040,guide,0.019
court,0.132,bound,0.033,wash,0.043,hear,0.083,eat,0.019,refund,0.099,charm,0.092,drill,-0.011,skirt,0.040,stalk,0.019
navigate,0.132,row,0.033,detail,0.043,intersect,0.083,tint,0.019,provide,0.098,flee,0.092,string,-0.011,fold,0.040,bounce,0.019
fade,0.132,worst,0.033,exempt,0.043,smother,0.083,mass,0.019,steam,0.098,deprecate,0.092,deteriorate,-0.011,sting,0.040,flare,0.019
discontinue,0.132,aggregate,0.033,digest,0.043,tear,0.083,nail,0.019,clap,0.098,kill,0.092,rent,-0.011,displease,0.040,sustain,0.019
put,0.132,comfort,0.033,cotton,0.043,rename,0.083,humiliate,0.019,sympathize,0.098,afford,0.092,vow,-0.011,stamp,0.040,plead,0.019
initiate,0.131,mail,0.033,dip,0.043,recruit,0.083,aggregate,0.019,pant,0.098,regret,0.092,lay,-0.011,foul,0.040,characterize,0.019
signify,0.131,cut,0.033,yawn,0.043,branch,0.083,mud,0.019,register,0.098,suck,0.092,gaze,-0.011,develop,0.040,perform,0.019
fret,0.131,free,0.033,berth,0.043,structure,0.083,cross,0.019,offer,0.098,grow,0.092,feather,-0.011,abstain,0.040,tune,0.019
level,0.131,shrink,0.033,commute,0.043,elaborate,0.083,compensate,0.019,fish,0.098,accommodate,0.091,fascinate,-0.011,raid,0.040,blockade,0.019
embrace,0.131,obtain,0.033,canton,0.043,thirst,0.083,give,0.019,hold,0.098,comfort,0.091,highlight,-0.011,highlight,0.040,hill,0.019
tolerate,0.131,troop,0.033,home,0.043,mistake,0.083,bosom,0.019,caution,0.098,load,0.091,worry,-0.011,exemplify,0.040,torment,0.019
chance,0.131,alter,0.033,gin,0.043,benefit,0.083,delineate,0.019,spread,0.098,lay,0.091,honor,-0.012,petition,0.040,stick,0.019
replace,0.131,compile,0.033,edit,0.043,teach,0.082,suggest,0.019,finish,0.098,hunt,0.091,register,-0.012,lag,0.040,concur,0.019
obliterate,0.131,kindle,0.033,endanger,0.043,enact,0.082,assay,0.019,fan,0.098,attack,0.091,canton,-0.012,devastate,0.040,locate,0.019
dim,0.131,descend,0.033,shape,0.043,skin,0.082,instruct,0.019,chill,0.098,reappear,0.091,tempt,-0.012,interpret,0.040,honor,0.019
identify,0.131,crumble,0.033,murmur,0.043,deposit,0.082,irrigate,0.019,deprecate,0.097,prejudice,0.091,charm,-0.012,scout,0.040,steam,0.019
condition,0.131,reject,0.033,guard,0.042,burst,0.082,dignify,0.019,chap,0.097,imitate,0.091,spin,-0.012,mine,0.040,bag,0.019
launch,0.131,hew,0.033,locate,0.042,sympathize,0.082,disguise,0.019,diversify,0.097,rage,0.091,bet,-0.012,cabin,0.040,commission,0.019
enact,0.130,abstain,0.033,fluctuate,0.042,ferry,0.082,present,0.019,deter,0.097,shout,0.091,hate,-0.012,slight,0.040,collapse,0.019
fear,0.130,generate,0.033,remove,0.042,kneel,0.082,speed,0.019,twin,0.097,acknowledge,0.091,swear,-0.012,discontent,0.040,ply,0.019
question,0.130,sicken,0.032,patronize,0.042,direct,0.082,veil,0.019,smoke,0.097,battle,0.091,form,-0.012,enhance,0.040,achieve,0.019
arouse,0.130,capture,0.032,dissent,0.042,concede,0.082,carve,0.019,receive,0.097,tame,0.091,eye,-0.012,beard,0.040,soldier,0.019
lot,0.130,stag,0.032,railroad,0.042,sugar,0.082,dip,0.019,enforce,0.097,hurl,0.091,smother,-0.012,shill,0.040,wrap,0.019
scent,0.130,incite,0.032,rest,0.042,lick,0.082,acquire,0.019,elect,0.097,watch,0.091,slash,-0.012,serve,0.040,bend,0.019
resemble,0.130,tell,0.032,fling,0.042,modify,0.082,transmit,0.019,read,0.097,supply,0.091,rig,-0.012,shuffle,0.040,offset,0.019
mill,0.130,remainder,0.032,warm,0.042,mail,0.082,dwindle,0.019,bless,0.096,minister,0.091,torment,-0.012,elicit,0.040,sign,0.019
mount,0.130,cannon,0.032,reconcile,0.042,qualify,0.082,harm,0.019,snatch,0.096,degrade,0.091,crash,-0.012,jar,0.040,hover,0.019
arm,0.130,bank,0.032,imprison,0.042,launch,0.082,overhang,0.019,wish,0.096,moonlight,0.091,authorize,-0.012,connect,0.040,ally,0.019
grey,0.130,flap,0.032,try,0.042,rob,0.082,tip,0.019,salt,0.096,discount,0.091,blast,-0.012,whistle,0.040,drown,0.019
gate,0.130,felt,0.032,rice,0.042,entrance,0.082,desire,0.018,piece,0.096,propel,0.091,copy,-0.012,struggle,0.040,maintain,0.019
save,0.130,cap,0.032,lavish,0.042,form,0.081,quench,0.018,enter,0.096,drain,0.091,prevent,-0.012,breakfast,0.040,compliment,0.019
curtain,0.130,whip,0.032,protect,0.042,sip,0.081,entrance,0.018,collect,0.096,fancy,0.091,proof,-0.012,tide,0.040,devastate,0.019
disarm,0.129,clap,0.032,wrong,0.042,sting,0.081,curb,0.018,chatter,0.096,cram,0.090,thrash,-0.012,deduce,0.040,lecture,0.019
test,0.129,impede,0.032,screw,0.042,troop,0.081,combine,0.018,tone,0.096,issue,0.090,reference,-0.012,cough,0.039,say,0.019
worry,0.129,cultivate,0.032,tap,0.042,recess,0.081,slight,0.018,character,0.096,highlight,0.090,clerk,-0.012,descend,0.039,cover,0.019
reopen,0.129,submit,0.032,ball,0.042,capture,0.081,predict,0.018,guide,0.095,say,0.090,contain,-0.012,think,0.039,endorse,0.019
attract,0.129,occur,0.032,pour,0.042,flame,0.081,whip,0.018,inspect,0.095,sequester,0.090,displease,-0.012,dissipate,0.039,fend,0.019
number,0.129,saw,0.032,rack,0.042,gap,0.081,denounce,0.018,spare,0.095,thank,0.090,round,-0.012,judge,0.039,result,0.019
star,0.129,roll,0.032,transport,0.042,alter,0.081,tail,0.018,branch,0.095,return,0.090,bruise,-0.012,cure,0.039,flap,0.019
place,0.129,proof,0.032,complicate,0.042,mount,0.081,glass,0.018,gentle,0.095,hamper,0.090,sadden,-0.012,line,0.039,comment,0.019
live,0.129,double,0.032,ridge,0.042,sequester,0.081,fold,0.018,chase,0.095,scout,0.090,mud,-0.012,sex,0.039,eliminate,0.019
nominate,0.129,fix,0.032,spoil,0.042,match,0.081,border,0.018,miss,0.095,address,0.090,verify,-0.012,better,0.039,displease,0.019
sustain,0.128,smile,0.032,pelt,0.042,witness,0.081,append,0.018,stumble,0.095,impair,0.090,weave,-0.013,message,0.039,slash,0.019
arrange,0.128,chain,0.032,drink,0.042,chatter,0.081,proof,0.018,root,0.095,choke,0.090,deploy,-0.013,intensify,0.039,lace,0.019
tie,0.128,post,0.032,press,0.042,brighten,0.081,rage,0.018,choose,0.095,freight,0.090,glaze,-0.013,mitigate,0.039,ease,0.019
preclude,0.128,diverge,0.032,concur,0.042,talk,0.081,explode,0.018,cloud,0.095,lodge,0.090,toss,-0.013,execute,0.039,shift,0.019
disappoint,0.128,kiss,0.032,worship,0.042,offer,0.081,relapse,0.018,model,0.095,bin,0.090,enjoy,-0.013,argue,0.039,explain,0.019
restrain,0.128,mature,0.032,bring,0.042,cover,0.080,bespeak,0.018,feed,0.095,arm,0.089,name,-0.013,migrate,0.039,treat,0.019
weather,0.128,influence,0.032,gravel,0.042,pour,0.080,sole,0.018,interfere,0.095,row,0.089,finish,-0.013,generate,0.039,weave,0.018
force,0.128,shell,0.031,hiss,0.042,endanger,0.080,throw,0.018,stunt,0.094,voice,0.089,traverse,-0.013,chatter,0.039,accumulate,0.018
attach,0.128,indent,0.031,send,0.042,sling,0.080,drill,0.018,joke,0.094,refuse,0.089,annex,-0.013,shave,0.039,presume,0.018
design,0.128,idle,0.031,chain,0.042,resume,0.080,restrain,0.018,impede,0.094,enchant,0.089,wring,-0.013,total,0.039,mean,0.018
boom,0.128,cup,0.031,conspire,0.042,hunt,0.080,enlarge,0.018,stalk,0.094,thread,0.089,mind,-0.013,observe,0.039,spread,0.018
revert,0.128,coast,0.031,assail,0.042,glaze,0.080,decay,0.018,acknowledge,0.094,concede,0.089,protest,-0.013,endow,0.039,winter,0.018
deal,0.128,kill,0.031,paint,0.042,respect,0.080,level,0.018,spill,0.094,realize,0.089,entitle,-0.013,gamble,0.039,thank,0.018
justify,0.128,reflect,0.031,possess,0.042,feign,0.080,imprison,0.018,sharpen,0.094,embark,0.089,body,-0.013,suspect,0.039,dissipate,0.018
judge,0.128,relax,0.031,bid,0.041,stir,0.080,duck,0.018,belong,0.094,splash,0.089,withhold,-0.013,bob,0.039,empower,0.018
answer,0.128,garden,0.031,gain,0.041,smite,0.080,bustle,0.018,bird,0.094,waste,0.089,ship,-0.013,prize,0.039,cock,0.018
better,0.128,stimulate,0.031,prospect,0.041,incite,0.080,clatter,0.018,steep,0.094,pin,0.089,fend,-0.013,disarm,0.039,station,0.018
accompany,0.128,drain,0.031,circle,0.041,mill,0.080,cock,0.018,saturate,0.093,hear,0.089,concert,-0.013,sun,0.039,deduce,0.018
wring,0.127,weave,0.031,interrupt,0.041,scorch,0.080,spark,0.018,sustain,0.093,rid,0.089,attract,-0.013,preserve,0.039,roof,0.018
evade,0.127,wear,0.031,stretch,0.041,grope,0.080,fan,0.018,muffle,0.093,chair,0.089,wear,-0.013,inform,0.039,impeach,0.018
locate,0.127,peep,0.031,do,0.041,design,0.080,hush,0.018,enlighten,0.093,lengthen,0.089,drown,-0.013,bread,0.038,relax,0.018
patch,0.127,cabin,0.031,welsh,0.041,exchange,0.079,urge,0.018,deduce,0.093,poll,0.088,erase,-0.013,tail,0.038,coordinate,0.018
scotch,0.127,warn,0.031,form,0.041,premise,0.079,blacken,0.018,fair,0.093,cleanse,0.088,fox,-0.013,marvel,0.038,lot,0.018
name,0.127,emit,0.031,flog,0.041,addict,0.079,attach,0.018,melt,0.093,whisper,0.088,wheel,-0.013,lighten,0.038,shadow,0.018
descend,0.127,raise,0.031,substitute,0.041,approach,0.079,perfume,0.018,enhance,0.093,dam,0.088,escort,-0.013,flush,0.038,deal,0.018
see,0.127,rejoice,0.031,revive,0.041,shape,0.078,limit,0.018,hint,0.093,fork,0.088,devastate,-0.013,result,0.038,bronze,0.018
body,0.127,stamp,0.031,snap,0.041,decompose,0.078,dispense,0.018,steer,0.093,practice,0.088,fetch,-0.013,submit,0.038,sigh,0.018
assist,0.127,twin,0.031,tackle,0.041,corner,0.078,lumber,0.017,widen,0.093,fool,0.088,elude,-0.013,flood,0.038,crash,0.018
hatch,0.127,ford,0.031,joke,0.041,retort,0.078,redouble,0.017,voice,0.093,madden,0.088,supply,-0.013,boom,0.038,change,0.018
decide,0.126,unfold,0.031,mine,0.041,become,0.078,undulate,0.017,advance,0.093,trim,0.088,clench,-0.013,cannon,0.038,die,0.018
howl,0.126,wield,0.031,distance,0.041,compound,0.078,leave,0.017,attack,0.092,find,0.088,change,-0.013,voice,0.038,unite,0.018
lay,0.126,branch,0.031,injure,0.041,congratulate,0.078,line,0.017,cruise,0.092,stream,0.088,clatter,-0.013,sign,0.038,shoe,0.018
rally,0.126,imply,0.031,baptize,0.041,assess,0.078,saturate,0.017,elicit,0.092,sprinkle,0.088,design,-0.013,obtain,0.038,talk,0.018
plunge,0.126,sour,0.031,soak,0.041,attract,0.078,couple,0.017,let,0.092,react,0.088,drink,-0.013,avail,0.038,defend,0.018
march,0.126,plate,0.030,coordinate,0.041,give,0.078,lend,0.017,support,0.092,review,0.088,star,-0.013,creep,0.038,lower,0.018
pole,0.126,incorporate,0.030,tack,0.041,cluster,0.078,sustain,0.017,forge,0.092,verify,0.088,tend,-0.013,rear,0.038,twin,0.018
deploy,0.126,weather,0.030,ask,0.041,impregnate,0.078,fluctuate,0.017,rebel,0.092,shock,0.087,cheek,-0.013,file,0.038,spend,0.018
chill,0.126,cause,0.030,draw,0.041,write,0.078,time,0.017,maintain,0.092,tend,0.087,seduce,-0.013,eye,0.038,petition,0.018
reappear,0.126,grip,0.030,compel,0.041,abstract,0.078,ray,0.017,poise,0.092,exclude,0.087,drag,-0.013,fringe,0.038,save,0.018
shiver,0.126,harass,0.030,isolate,0.041,classify,0.078,tell,0.017,admire,0.092,bow,0.087,molest,-0.013,blockade,0.038,rival,0.018
fell,0.126,bear,0.030,grain,0.041,accumulate,0.077,reclaim,0.017,lighten,0.092,abuse,0.087,hood,-0.013,cotton,0.038,glance,0.018
allow,0.126,assemble,0.030,survive,0.041,overshadow,0.077,plant,0.017,fight,0.092,unload,0.087,scratch,-0.013,rename,0.038,test,0.018
worship,0.126,bend,0.030,answer,0.041,fancy,0.077,blot,0.017,risk,0.091,migrate,0.087,chuckle,-0.014,church,0.038,beget,0.018
pile,0.126,accommodate,0.030,rent,0.041,produce,0.077,hook,0.017,raise,0.091,block,0.087,whitewash,-0.014,tan,0.038,tie,0.018
bound,0.126,compromise,0.030,plat,0.041,reduce,0.077,revolve,0.017,end,0.091,preserve,0.087,waft,-0.014,stress,0.038,fill,0.018
export,0.125,execute,0.030,animate,0.041,graze,0.077,spirit,0.017,will,0.091,stray,0.087,knit,-0.014,dilute,0.038,shake,0.018
lower,0.125,promulgate,0.030,signify,0.040,warn,0.077,style,0.017,advise,0.091,officiate,0.087,expose,-0.014,fling,0.038,understand,0.018
proclaim,0.125,overtake,0.030,determine,0.040,glitter,0.077,forward,0.017,partake,0.091,forbid,0.087,introduce,-0.014,snatch,0.038,alarm,0.018
tip,0.125,worship,0.030,ruffle,0.040,diversify,0.077,insert,0.017,sequester,0.091,lap,0.087,speed,-0.014,ruffle,0.038,heighten,0.018
limp,0.125,voice,0.030,forfeit,0.040,please,0.077,alternate,0.017,circle,0.091,explore,0.087,please,-0.014,strike,0.038,review,0.018
train,0.125,cross,0.030,retail,0.040,retard,0.077,din,0.017,plant,0.091,lecture,0.087,measure,-0.014,frown,0.038,preserve,0.018
course,0.125,assist,0.030,postpone,0.040,listen,0.077,flow,0.017,call,0.091,sun,0.086,occur,-0.014,grin,0.038,come,0.018
will,0.125,chop,0.030,hem,0.040,illuminate,0.077,convey,0.017,produce,0.091,yawn,0.086,puff,-0.014,vault,0.038,convey,0.018
hill,0.125,stray,0.029,enlighten,0.040,shift,0.076,boil,0.017,flicker,0.091,presume,0.086,precede,-0.014,decompose,0.038,stay,0.018
refer,0.125,persecute,0.029,enjoy,0.040,clamber,0.076,miss,0.017,flare,0.091,steam,0.086,belt,-0.014,bolt,0.038,smuggle,0.018
saturate,0.125,pull,0.029,freeze,0.040,suck,0.076,corner,0.017,beach,0.091,heat,0.086,guarantee,-0.014,thrash,0.038,reinstate,0.018
ball,0.125,bounce,0.029,pocket,0.040,protest,0.076,flood,0.017,share,0.091,fort,0.086,confer,-0.014,horn,0.038,flood,0.018
flock,0.125,block,0.029,excuse,0.040,lean,0.076,conform,0.017,clash,0.091,ring,0.086,mend,-0.014,flicker,0.038,entitle,0.018
